Date;sentiment;text_clean
2024-02-07 21:04;Negative;Survei Populi Center: Prabowo Menang Satu Putaran, Suara Anies-Ganjar Tergerus
2024-02-07 16:10;Positive;Kata Anies soal Peluang Koalisi dengan Ganjar Setelah Ahok Turun Gunung
2024-02-07 15:54;Positive;"Cak Imin Terima Keluhan Insentif Guru PAUD di Banyuwangi Cuma Rp 100 Ribu
Cawapres nomor urut 1, Muhaimin Iskandar atau Cak Imin berdialog dengan guru pendidikan anak usia dini (PAUD) di Banyuwangi, Jawa Timur (Jatim)."
2024-02-07 15:38;Positive;Cak Imin Targetkan AMIN Raih 50% Suara di Jakarta
2024-02-07 11:39;Negative;Survei Terendah di Jatim, Ini Respons Cak Imin
2024-02-07 11:03;Negative;"Anies Singgung Pelanggaran Etik KPU-Jokowi Rajin Bagi Bansos di Masa Kampanye
Anies Baswedan buka suara soal pelanggaran etik KPU terkait pencalonan Gibran Rakabuming Raka. Dia juga menyinggung Jokowi yang makin rajin"
2024-02-07 07:07;Negative;Respons Cak Imin soal AMIN Posisi Terendah Survei Poltracking di Jatim
2024-02-07 02:39;Positive;"Cak Imin Janji Ubah Rekrutmen LPDP: Kita Siapkan Semua Punya Kesempatan
Cawapres nomor urut 1 Muhaimin Iskandar atau Cak Imin menyoroti pemberian beasiswa Lembaga Pengelola Dana Pendidikan (LPDP)."
2024-02-06 21:36;Positive;Tipis Kemungkinan Koalisi Anies-Ganjar gegara Ahok, Ini Kata Cak Imin
2024-02-06 20:25;Positive;Kampanye Akbar AMIN Tetap Digelar di Pasuruan dengan Pindah Lokasi
2024-02-06 18:54;Positive;Anies: 14 Februari Hari Perubahan Indonesia
2024-02-05 20:32;Negative;Kesalnya Tim AMIN gegara Anies Dihambat saat Lalui Pintu VIP Kualanamu
2024-02-05 19:49;Positive;Alumni Undip Semarang Deklarasi Dukung Anies-Muhaimin
2024-02-05 18:20;Negative;Kata Anies soal Prabowo Minta Maaf di Akhir Debat: Nggak Ada Salahnya
2024-02-05 17:44;Positive;Cak Imin: Insyaallah Anies-Muhaimin Tidak Punya Utang Kepada Siapa Pun
2024-02-05 15:36;Positive;Cak Imin: Kampus-kampus Mulai Bergolak Nggih?
2024-02-05 15:07;Negative;Cak Imin Kembali Sentil Food Estate: Gagal Total, Layak Masuk Muri
2024-02-05 14:52;Negative;Kualanamu Dapat Informasi Anies Tak Lewat Jalur VIP, Edy: Bohong
2024-02-05 14:38;Negative;Respons Cak Imin soal Sanksi DKPP ke KPU Terkait Pendaftaran Gibran
2024-02-05 12:10;Negative;Senyum Anies Ketika Prabowo Sebut Mantan Menteri Pendidikan
2024-02-05 08:31;Negative;Anies Sebut Guru-Dosen di Jakarta Bebas PBB, Ini Faktanya
2024-02-05 00:28;Positive;Timnas AMIN: Kufur Kalau Tak Pilih Anies-Muhaimin
2024-02-04 23:50;Positive;Momen Anies Baswedan Buka Debat Pakai Bahasa Isyarat
2024-02-04 23:22;Positive;Kecewa, Relawan Prabowo Pindah Dukungan ke Anies di Pilpres 2024
2024-02-04 22:34;Positive;Anies Janji Angkat 700 Ribu Guru Honorer jadi PPPK jika Terpilih
2024-02-04 21:48;Negative;Balasan Timnas AMIN soal Anies Diberi Nilai 10 dari 100 sebagai Mendikbud
2024-02-04 19:38;Positive;Anies-Cak Imin Pamerkan Light Stick ke Pendukung Sebelum Debat Terakhir
2024-02-04 18:12;Positive;"Anies Diberi Semangat dari Tetangga Sebelum Hadiri Debat Pamungkas Pilpres
Calon presiden nomor urut 1, Anies Baswedan, diberi semangat dari tetangga dan pendukung di kediamannya."
2024-02-04 08:57;Positive;Timnas AMIN: Tema Debat ke-5 Bidangnya Anies
2024-02-04 07:38;Positive;Anies Kosongkan Agenda Sabtu Demi Debat Pilpres Kelima Malam Ini
2024-02-04 07:14;Positive;Alumni ITS Pro Perubahan Deklarasi Dukung Anies-Cak Imin
2024-02-03 23:26;Negative;Bupati Sidoarjo Dukung Prabowo, Cak Imin: Dia Lagi Punya Masalah
2024-02-03 23:03;Positive;Cak Imin Tak Khawatir soal Kekuatan 3 Presiden di Belakang Prabowo
2024-02-03 21:12;Negative;Respons Anies soal Prabowo Waswas Dikasih Nilai Jelek di Debat
2024-02-03 20:29;Positive;Cak Imin Support Anies dengan Doa Jelang Debat Pilpres Kelima
2024-02-03 18:00;Positive;Riwayat Pendidikan Anies Baswedan: Belajar di Jogja, Jepang, hingga AS
2024-02-03 16:51;Positive;Di Lumajang Cak Imin Janji Beri Bantuan Usaha Rp 150 T untuk Anak Muda
2024-02-03 12:13;Negative;Kata Cak Imin Bupati Sidoarjo Otomatis Bukan PKB Usai Merapat ke Prabowo
2024-02-03 08:12;Negative;Bupati Sidoarjo Dukung Prabowo-Gibran, Cak Imin: Otomatis Berhenti dari PKB
2024-02-03 06:05;Negative;Respons Anies soal Prabowo Waswas Jelang Debat Usai Diberi Nilai 11
2024-02-02 23:34;Positive;Keluarga Besar Alumni Gontor Se-RI Deklarasi Dukung AMIN
2024-02-02 23:24;Positive;Hadiri Sarasehan DPD RI, Anies Jelaskan Visi Keadilan dan Kesetaraan
2024-02-02 22:27;Positive;Cak Imin Janji Perhatikan 4 Kelompok Rentan: Kita Review UU yang Tak Adil
2024-02-02 18:48;Negative;Anies Kritik Pembangunan Tol Trans Jawa: Panturanya Mati
2024-02-02 14:32;Positive;"Anies Baswedan Kampanye di Parepare 6 Februari, Surya Paloh Dijadwalkan Hadir
DesakSlepet AMIN digelar di JIExpo Kemayoran, Jakarta. Warga memadati acara yang dihadiri capres Anies"
2024-02-02 10:59;Negative;Kualanamu Jelaskan soal Pintu VIP Dikunci saat Anies Baswedan Datang
2024-02-02 07:18;Negative;"Calon presiden nomor urut 2, Prabowo Subianto, mengatakan tidak akan memilih menteri yang hanya teori dalam kabinet jika menjadi presiden terpilih di Pilpres 2024. Waketum PKB Jazilul Fawaid menyebut Prabowo 'nggege mongso' atau berbicara sebelum waktunya.

""Iya itu sih namanya 'nggege mongso' belum pada saatnya,"" ujar Jazilul saat dihubungi, Kamis (1/2/2024).

Jazilul menilai saat ini publik menginginkan pemimpin yang adil dan berakhlaqul karimah. Selain itu, menurutnya publik juga menginginkan adanya perubahan.

""Publik ingin perubahan, ingin pemimpin adil yang amanah dan berakhlaqul karimah,"" tuturnya.

Jazilul mengaku pihaknya tidak akan gentar dengan pernyataan-pernyataan yang diberikan paslon lain. Sebab menurutnya saat ini dukungan terhadap Anies Baswedan dan Cak Imin terus meningkat.

""Hemat saya, kami tidak gentar dengan statement sebab dukungan massa dan relawan di lapangan pada paslon 1 Anies-Muhaimin makin meningkat,"" ujarnya.

Diketahui sebelumnya, Prabowo Subianto, mengatakan tidak akan asal pilih menteri kabinet apabila menjadi presiden terpilih di Pilpres 2024. Dia mengaku telah mengingatkan kepada koalisi partai pendukungnya agar mengajukan utusan menteri yang berkompeten.

""Koalisi yang saya sampaikan, insyaallah kita dapat mandat, oke partai harus ada perwakilan, ada portofolio-portofolio, tapi Anda harus sampaikan, ajukan, the best and the brightest,"" kata Prabowo saat menghadiri acara 'Trimegah Political and Economic Outlook 2024' di The Ritz-Carlton Ballroom, Pacific Place, Jakarta, Rabu (31/1/2024).

Prabowo mengatakan ada standar yang tinggi bagi pihak yang kelak menjadi menteri di kabinetnya. Para calon menteri itu harus cerdas secara pemikiran dan karakter.

""The best is not only in the brain, (tapi juga) karakter. Dan harus punya pemikiran, wawasan terbaik. Itu konsensus yang kita bangun di Koalisi Indonesia Maju. Kita harus benar-benar mitigasi, kita teken, berantas praktik yang menuju pada wastage, kebocoran, dan ketidakefisiensi, yang sudah berkali-kali ditemukan Pak Jokowi,"" imbuh dia.

Prabowo kemudian menyinggung ada pejabat di pemerintahan Jokowi yang membuang-buang anggaran stunting. Dia mengaku mengecek langsung ke lapangan terkait itu.

Prabowo pun memastikan apabila terpilih jadi presiden, akan memilih menteri yang cepat bekerja. Prabowo menyinggung karakteristik Menteri Pertanian (Mentan) yang akan ditunjuknya sebagai contoh.

""Mentan sekarang praktisi, dan mungkin Anda bisa duga kalau saya yang menerima mandat siapa yang kira-kira jadi Mentan di kabinet. I want only do'ers, saya mau orang yang bisa menghasilkan, bukan tukang teori,"" kata dia.

Dia menambahkan tidak akan membatasi calon menteri di kabinetnya hanya karena persoalan usia. Prabowo mengatakan melihat rekam jejak hingga wawasan sebelum memilih menteri."
2024-02-02 03:06;Negative;Mahfud Mundur dari Kabinet, Cak Imin Sebut Harusnya Diikuti Prabowo-Gibran
2024-02-01 22:22;Positive;"Cawapres nomor urut 1 Muhaimin Iskandar (Cak Imin) mengupayakan Presiden ke-4 RI KH Abdurrahman Wahid atau Gus Dur menjadi pahlawan nasional jika kelak AMIN (Anies-Muhaimin) menjadi pemimpin Indonesia. Cak Imin mengungkit peran Gus Dur menciptakan perayaan Imlek sebagai bagian kemajemukan di Indonesia.

Hal ini mulanya disinggung Cak Imin dalam sambutan di Refleksi Imlek 2024 PKB, Season City Mall, Tambora, Jakarta Barat, Kamis (1/2) malam. Cak Imin bersyukur selama 24 tahun masyarakat Tionghoa mampu merayakan Imlek dengan suka cita.

""Gus Dur adalah pimpinan nasional pertama yang membongkar semua diskriminasi sehingga Gus Dur ini sosok pemersatu bangsa dan teman-teman Tionghoa (sampaikan aspirasi) Gus Dur jadi pahlawan nasional,"" tutur Cak Imin kepada wartawan.

Cak Imin mengatakan pihak Anies-Muhaimin akan berusaha mewujudkan hal itu. Gelar pahlawan nasional bagi Gus Dur akan diperjuangkan.

""Saya akan terus berusaha mewujudkannya dalam pemerintahan yang dipimpin AMIN nanti,"" kata dia.

Cak Imin mengatakan PKB bersama Gus Dur memegang prinsip toleransi sejak awal. Ia tak ingin ada diskriminasi antar golongan di Tanah Air.

""PKB bersama Gus Dur dengan rasa nasionalisme dan kemanusiaan sejak tahun 2000 itu sungguh-sungguh ingin mewujudkan bahwa nilai kemanusiaan, keberanian masing-masing, dengan kekuatan yang ada, kita abdikan untuk persatuan Indonesia tanpa diskriminasi satu sama lain,"" katanya.

Sebagaimana diketahui, dalam kesempatan yang sama Cak Imin mengaku akan membawa perayaan Imlek dan Cap Go Meh ke Istana Negara jika dirinya menjadi pemimpin. Ia juga menerima sejumlah aspirasi dari masyarakat Tionghoa."
2024-02-01 21:38;Positive;Hadiri Refleksi Imlek, Cak Imin: Kalau Perlu Nanti Digelar di Istana Negara
2024-02-01 20:20;Positive;Anies Sebut Sumut jadi Penentu, Minta Pendukung Ajak 10 Orang Ikut Milih
2024-02-01 18:19;Positive;Ulama, Habib dan Ibu Nyai Mantab Dukung AMIN, Anies- Cak Imin Dianugerahi Gelar Lora. 1 Februari 2024
2024-02-01 16:10;Negative;"Lembaga survei Indikator Politik Indonesia merilis hasil survei terkait Preferensi Warga NU dan Dinamika Elektoral di Jawa Timur (Jatim). Survei ini mengungkap sebaran suara nahdliyin di Jatim menyasar ke pasangan nomor urut 2, Prabowo Subianto-Gibran Rakabuming Raka.

Survei ini dilakukan di Jawa Timur pada 14-19 Januari 2024. Populasi survei ini merupakan warga Indonesia di Jawa Timur yang punya hak pilih dalam pemilihan umum.

Metode survei multistage random sampling dengan jumlah sampel sebanyak 810 orang. Margin of error ±3,5% pada tingkat kepercayaan 95%. Sampel berasal dari seluruh Kabupaten/Kota di Provinsi Jawa Timur yang teretribusi secara proposional. Survei dilakukan dengan wawancara secara tatap muka.

Direktur Eksekutif Indikator Politik Indonesia, Burhanudin Muhtadi, mengatakan ada 58% suara Prabowo-Gibran di Jatim yang memiliki lata belakang beragama Islam dan merasa dekat dengan NU. Angka itu meninggalkan jauh dua pesaingnya yang berada di kisaran angka 15-20%.

""Jadi pendukung paslon 02 yang mengaku beragama muslim dan merasa dekat dengan NU itu 58%,"" kata Burhanudin kepada wartawan, Kamis (1/2/2024).

Angka ini meninggalkan pasangan nomor urut 1, Anies Baswedan-Muhaimin Iskandar, yang berada di angka 16,9%. Posisi Cak Imin selaku Ketua Umum PKB yang dianggap menjadi representasi NU, kata Burhanudin, tidak berdampak besar dalam survei tersebut.

""Sementara warga NU yang memilih Anies-Muhaimin itu 16,9%. Jadi terlepas Muhaimin Iskandar Ketua Umum PKB, partai yang dianggap merepresentasikn NU, tapi so far daya tarik elektoral Anies-Muhaimin di segmen warga NU dengan pertanyaan bersifat umum tadi kedekatan psikologis tadi itu masih belum maksimal,"" katanya.

Data survei terbaru Indikator Politik ini juga menyebutkan ada 14,2% anggota aktif NU yang mendukung Anies-Cak Imin. Sementara 16,1% anggota NU tidak aktif mendukung AMIN dan bukan anggota NU yang mendukung AMIN berada di angka 16,5%.

Di sisi lain bagi Prabowo-Gibran, ada 61,0% basis suara yang merupakan anggota aktif NU, sementara 57,5% merupakan anggota NU tidak aktif dan 52,3% bukan anggota.

Basis dukungan suara kepada Ganjar-Mahfud merujuk keanggotaan organisasi NU didapati angka 17,6% merupakan anggota aktif NU. 20,1% anggota tidak aktif dan 21,6% merupakan bukan anggota NU.

Berikut sebaran suara NU di Jatim kepada tiga paslon veri survei terbaru dari Indikator Politik Indonesia"
2024-02-01 14:40;Positive;"Co-Captain Tim Pemenangan Nasional Anies-Muhaimin (Timnas AMIN), Thomas Lembong atau Tom Lembong menyebut pemunduran diri yang dilakukan cawapres nomor urut 3, Mahfud MD merupakan hal yang memprihatinkan bagi negara. Tom menyebut urusan mundur bukan semata-mata soal elektoral.

""Saya mau mengingatkan ya, kepada kita semua, kita bersama, bahwa tidak semua hal harus diukur dari untung rugi elektoral,"" ucapnya ditemui di DPP PKS, Jakarta Selatan, Kamis (1/2/2024).

""Jadi saya kira kabar-kabar kemarin mengenai menteri-menteri yang tidak nyaman dan berwacana untuk mundur itu memprihatinkan buat negara,"" jelasnya.

Tom yang pernah menjadi bagian dari kabinet Jokowi periode pertama itu juga menyebut mundurnya Mahfud merupakan hal yang buruk untuk negara.

""Jadi kami sama sekali tidak gembira dengan fenomena itu karena itu buruk buat negara dan jangan bicara menguntungkan secara elektoral atau semacam itu,"" katanya.

Tom menyebut tidak layak jika pengunduran diri seorang menteri hanya dikaitkan dengan untung rugi elektoral belaka. Dia mengaku tidak ingin mengeksploitasi fenomena ini.

""Ini saya kira kalau saya pribadi sih menilai itu kurang layak sih, ini sudah urusannya negara, jadi kita sangat disiplin untuk tidak mengeksploitasi hal-hal yang memprihatinkan sekadar demi manfaat elektoral,"" ujar Tom Lembong."
2024-02-01 14:23;Positive;"Co-Captain Timnas Anies-Muhaimin (Timnas AMIN), Thomas Lembong atau Tom Lembong, siap beradu gagasan dengan Menteri Investasi/Kepala BKPM, Bahlil Lahadalia. Ia menyebut Bahlil telah mencapai pucuk tertinggi daripada kekuasaan.

""Saya menganggap Pak Bahlil orang hebat, kita semua tentunya senang melihat orang Papua bisa maju, beliau sudah mencapai pucuk-pucuk tertinggi dari pada kekuasaan jadi saya menghargai sekali pencapaian prestasi beliau dari segi karier, ya,"" ucapnya ditemui di DPP PKS, Jakarta Selatan, Kamis (1/2/2024).

""Dan saya juga menghargai peluang untuk kita semua bisa beradu data, beradu gagasan, beradu dokumentasi ya,"" tegasnya saat ditanyai sindiran Bahlil terkait sosok yang mau menjual hilirisasi nikel.

Tom lalu merespon ucapan Bahlil yang tak menyebutkan nama soal kecurigaan ada antek asing di balik kritikan hilirisasi nikel.

""Saya mensyukuri bahwa kita sebagai sebuah bangsa semakin dewasa berpolitik jadi tidak semakin meninggalkan praktik-praktik lama seperti panggil nama, ya kan,"" ucapnya.

Terakhir, Tom mengaku siap untuk beradu debat secara terbuka dan transparan.

""Jadi biar masyarakat yang menilai dan kita siap untuk beradu argumentasi adu debat kan secara terbuka dan transparan,"" tutupnya.

Sebelumnya, Bahlil Lahadalia geram banyak yang mengkritisi kebijakan hilirisasi salah satunya untuk nikel. Ia menegaskan saat ini nikel merupakan bahan baku yang besar dan paling dicari oleh negara-negara maju.

Ia pun mempertanyakan mengapa banyak pihak yang mengkritisi hilirisasi nikel. Padahal menurutnya nikel adalah sumber daya alam milik dalam negeri yang berpotensi besar untuk perkembangan industri kendaraan listrik khususnya untuk baterai mobil listrik.

""Nah sekarang itu, kita fokus mengembangkan sumber daya alam atau mempromosikan negara lain? Ini lucu negara, atau ada apa nih?"" jelas dia dalam konferensi pers di Kantor Kementerian Investasi/BKPM, Jakarta Selatan, Rabu (24/1).

Bahlil curiga informasi tersebut digunakan untuk melobi pemerintahan selanjutnya agar Indonesia tidak lagi melarang ekspor barang mentah. Ia pun menyinggung soal laporan IMF yang sempat merekomendasikan Indonesia untuk mempertimbangkan pelarangan ekspor barang mentah.

""Hati-hati loh! Ini saya menghubungkan. Jangan sampai di bangsa ini ada antek-antek asing untuk masuk merusak tatanan dalam kebijakan publik. Bahaya ini,"" ungkapnya."
2024-02-01 14:11;Negative;"Forum Ulama Sumatra Barat (Sumbar) mengalihkan dukungannya dari pasangan Anies Baswedan-Muhaimin Iskandar atau Cak Imin kepada Prabowo Subianto-Gibran Rakabuming Raka pada Pilpres 2024. Ketua TKD Prabowo-Gibran Sumbar, Andre Rosiade, bersyukur semakin banyak yang mendukung Prabowo-Gibran.

Dukungan tersebut disampaikan dan dideklarasikan langsung oleh Forum Ulama di Sekretariat TKD Prabowo-Gibran Sumbar, Kamis (1/2/2024) siang. Turut hadir Andre Rosiade saat acara berlangsung.

""Kami adalah Forum Ulama Sumbar, dahulu mendukung Anies-Muhaimin, sekarang dengan ketetapan hati setelah mempelajari rekam jejak dan keikhlasan dalam berjuang, maka kami nyatakan Forum Ulama Sumbar mendukung pasangan Prabowo-Gibran sebagai presiden dan wakil presiden Republik Indonesia tahun 2024,"" kata Ketua Forum Ulama Sumbar, Imam Zaidallah.

Imam Zaidallah mengaku pada awalnya mendukung pasangan Anies-Cak Imin lantaran tidak mempelajari secara lengkap terkait rekam jejak pasangan Prabowo-Gibran. ""Kami di awal belum sempat mempelajari secara lengkap rekam jejak. Bahwa pemimpin tawadhu dan sungguh-sungguh membangun NKRI itu Prabowo-Gibran,"" katanya.

Meski tidak mengatakan kecewa dengan Anies, namun Ketua Forum Ulama Sumbar itu menyayangkan sikap dari Anies yang selalu menyerang pribadi atau personal dari Prabowo di setiap debat capres.

""Itu tak boleh dalam aturan, sementara Prabowo ada tawadhunya. Memang hasil kajian kami, lebih meyakinkan untuk pasangan 02 ini memimpin bangsa sebesar Indonesia ini. Sosialisasi (dukungan akan) kami lakukan secara berantai, kami ada sekitar 20 ribu orang,"" katanya.

Forum Ulama Sumbar, katanya, mengharapkan stabilitas Indonesia terjaga dengan baik. ""Khusus untuk Sumbar, kami ingin ada perubahan di Sumbar, kami lihat rekam jejak beliau, visi-misi program sekitar 40 pembangunan yang ditawarkan, ini yang sebenarnya kami tunggu selama ini,"" katanya.

""Untuk ulama, Pak Prabowo dekat dengan ulama dan beliau berjuang mengembangkan agama Islam,"" sambungnya.

Sementara itu, Ketua TKD Prabowo-Gibran Sumbar, Andre Rosiade dukungan yang diberikan oleh Forum Ulama Sumbar menambah kekuatan dan semangat pihaknya dalam berjuang memenangkan pasangan nomor urut 2.

""Buya itu mengatakan bahwa di awal mendukung Anies-Muhaimin sebelum beralih ke Prabowo-Gibran. Dukungan ini kami syukuri, menambah semangat, kemudahan, kekuatan kami dalam perjuangan menuju Indonesia sejahtera dan Sumbar lebih baik lagi dengan Prabowo-Gibran,"" kata Andre.

Sejak menjadi prajurit, kata Andre Rosiade, Prabowo sudah sangat dekat dengan ulama dan umat serta tidak pernah bermusuhan. ""Kedekatan itu dimulai sejak muda dengan NU, Muhammadiyah, serta kelompok ulama lainnya,"" imbuh jubir TKN Prabowo-Gibran tersebut."
2024-02-01 12:22;Positive;"Co-Captain Tim Pemenangan Nasional Anies-Muhaimin (Timnas AMIN), Thomas Lembong atau Tom Lembong, mengungkap sejumlah janji jika Anies dan Cak Imin (AMIN) menang di Pilpres 2024. Salah satu janjinya ialah merevisi aturan yang termuat di Omnibus Law.

""Terus saya sampaikan segera bahwa Pak Anies sudah secara terbuka menyampaikan bahwa insyaallah saat diberi kewenangan kita akan mengevaluasi Omnibus Law,"" ucapnya ditemui di DPP PKS, Jakarta Selatan, Kamis (1/2/2024).

""Saya malah lebih keras lagi sebagai co-captain yang membidangi substansi materi dan kebijakan Pak Presiden, saya sudah mengizinkan seluruh unsur kampanye untuk menyampaikan kepada masyarakat bahwa kita akan merevisi,"" tegasnya.

Tom mengaku terlibat dalam pembuatan Omnibus Law saat masih menjabat menteri dalam periode pertama Presiden Jokowi. Dia mengatakan Omnibus Law yang beredar saat ini sangat berbeda dengan niat awal pemerintah.

""Saya termasuk beberapa penggugus Omnibus Law di periode pertama Presiden Jokowi dan bisa saya sampaikan bahwa produk akhir yang keluar dari legislasi DPR itu sangat-sangat berbeda dengan niat awal periode pertama Presiden Jokowi,"" katanya.

Tom mengatakan Anies memang akan melihat dulu secara utuh kajian terkait Omnibus Law. Namun, ia mendorong agar aturan itu bisa segera direvisi jika AMIN menang pilpres.

""Kalau Pak Anies masih lebih hati-hati ya kan mau lihat kajiannya dulu. Tapi saya sebagai yang mendalami omnibus ini dari awal-awal ini dirancang ya, saya sih siap bicara secara publik bahwa ini barang harus benar-benar direvisi karena memang tidak berhasil,"" katanya.

Ia pun menyinggung janji pemerintah di awal yang mengatakan bahwa Omnibus Law merupakan kunci dari segala permasalahan.

""Mungkin poin berikutnya ingin saya sampaikan waktu janji pemerintah adalah bahwa inilah kuncinya,"" katanya.

""Ini seolah-olah seperti peluru ajaib yang akan membuka lapangan kerja, mendongkrak ekonomi dan sebagainya. Kita sekarang sudah di tahun ketiga mau tahun keempat setelah Omnibus Law, tapi berapa pertumbuhan ekonomi kita sekarang? Kan sama aja,"" tambah Tom.

Lebih lanjut Tom juga menyoroti strategi ekonomi Indonesia selama 10 tahun terakhir. Menurutnya, ada kegagalan dari rancangan ekonomi di Indonesia yang disusun selama satu dekade terakhir.

""Jadi ini contoh kegagalan Omnibus Law, bahkan bukan hanya Omnibus Law saja, tapi menurut saya seluruh strategi ekonomi kita selama 10 tahun terakhir,"" pungkas Tom."
2024-02-01 10:30;Negative;Mahfud Cerita Ancaman Partai Demokrat saat Penjajakan dengan Anies
2024-02-01 10:17;Negative;"Mahfud Ungkap Ancaman Demokrat Saat Dia Hendak Dipasangkan dengan Anies
Mahfud Md, bercerita pernah diminta menjadi cawapres Anies Baswedan. Namun dia menolaknya karena ada ancaman dari Partai Demokrat."
2024-02-01 07:36;Negative;Cak Imin Kritik LPDP: Yang Miskin dan Pesantren Sering Kalah Saing
2024-02-01 05:04;Positive;Cak Imin Cerita Awal Mula Dapat Sebutan Panglima Santri
2024-02-01 02:42;Negative;Cak Imin Sebut Presiden Tak Sungguh-sungguh Laksanakan UU Disabilitas
2024-01-31 20:45;Negative;Cak Imin: Ada yang Cemburu Singkatan AMIN, Sorry Ye
2024-01-31 20:37;Negative;Edy Rahmayadi Pamer Jenderal di Tim AMIN: Tenang Saja Mas Anies
2024-01-31 17:22;Positive;Anies Janjikan Program Bansos Plus, Jumlahnya Akan Ditambah
2024-01-31 16:35;Negative;Cak Imin Curhat Susah Pinjam Lapangan untuk Kampanye 9 Februari di Jatim
2024-01-31 16:12;Positive;Anies Hormati Mahfud Siapkan Surat Mundur: Etika Harus Dijunjung Tinggi
2024-01-31 13:40;Negative;"Anies Cerita Gedung Acara Mendadak Mati Listrik: Dicatat ke Kepala PLN-nya Ya
Anies Baswedan berkelakar memberikan catatan ke kepala PLN setempat karena mati listrik mendadak di gedung itu."
2024-01-31 13:23;Negative;Rombongan Santri Hendak Hadiri Kampanye Anies Kecelakaan di Pamekasan
2024-01-31 12:45;Positive;Ulama Madura Deklarasi Dukung AMIN: Satu Putaran, Menang
2024-01-31 11:20;Positive;Disambut Meriah Sebelum Orasi, Anies: Memang Sumenep Ini Luar Biasa!
2024-01-31 10:36;Positive;"Anies-Cak Imin Akan Hadiri Deklarasi Ulama hingga Kampanye Akbar di Madura
Anies mengaku akan menyampaikan kepada warga manura tentang bagaimana hidup lebih leluasa. "
2024-01-31 10:06;Positive;"Anies Yakin Madura Ada di Rombongan Perubahan: Pemilu Sebelumnya Begitu
Capres nomor 1 Anies Baswedan meyakini warga Madura, Jawa Timur berada di rombongan perubahan. Anies menyebut Madura konsisten perubahan sejak"
2024-01-31 02:39;Positive;"Pembangunan proyek strategis nasional atau PSN menurut calon presiden Anies Baswedan harus memperhatikan lingkungan. Termasuk soal pembangunan pembangkit listrik tenaga panas bumi atau geothermal di daerah Padarincang.

""Proyek strategis nasional saya sampaikan semua yang terkait dengan pembangunan harus memberikan keseimbangan dengan lingkungan dan pembangunan seperti ini bukan pertama kali di dunia,"" kata Anies usai kampanye di Padarincang dengan tema 'Temu Rakyat, Santri dan Ulama Pejuang Lingkungan Hidup' di Kecamatan Padarincang, Kabupaten Serang, selasa (30/1/2024).

Pembangunan berbasis kesadaran lingkungan sudah dilakukan di berbagai tempat. Menurutnya, proyek yang tidak memperhatikan keberlangsungan dan keseimbangan lingkungan itu akibat pemerintah yang tidak mau repot-repot.

""Tidak mau mengeluarkan ongkosnya dan tidak mau repot waktunya,"" tegasnya.

Padahal, pembangunan menurutnya tidak melulu soal keuntungan atau profit. Ia menyebutnya pembangunan itu sudah kuno.

""Sekarang semua kegiatan perekonomian tidak lagi 1P, kalau dulu 1P atau profit. Sekarang 3P yaitu profit, planet yaitu bumi, people. Sekarang sudah 3P, jadi kalau ada kegiatan usaha masih 1P itu kuno,"" tambahnya.

Makanya, kedepan pasangan Anies-Muhaimin mengedepankan pembangunan yang selaras dengan lingkungan. Ini dibuat agar lingkungan terawan tapi masyarakat juga mendapatkan keuntungan.

""Usahanya maju, people masyarakatnya mendapat keuntungan, planet lingkungannya terawat, itu visi kami, insya Allah kami akan jaga itu,"" pungkasnya."
2024-01-31 01:14;Positive;Janji Anies jika Terpilih Presiden, Tuntaskan Persoalan Pangan dalam 100 Hari
2024-01-30 23:41;Negative;TKN Balas Sindiran Cak Imin soal Pemuda Sembunyi di Balik Ketiak Opa-opa
2024-01-30 23:04;Positive;Anies Kampanye di Sumut 1 Februari, Pendukung Diimbau Datang Lebih Awal
2024-01-30 22:29;Negative;Anies Minta Jokowi Konsisten, Ungkit Arahan Netralitas ke Aparat
2024-01-30 22:27;Negative;Anies Curhat Pencapresannya Banyak Dihambat, Izin Hilang-Gedung Dibatalkan
2024-01-30 19:17;Negative;Komandan Tim Komunikasi TKN Prabowo-Gibran, Budisatrio Djiwandono mengapresiasi hasil kerja keras tim sukses, relawan, dan masyarakat, terkait hasil survei LSI Denny JA yang menyebut elektabilitas Prabowo-Gibran yang telah mencapai 50,7 persen.
2024-01-30 18:26;Negative;Cak Imin soal Bus Kampanye AMIN ke JIS Dibatalkan: Dont Worry, Laksanakan
2024-01-30 17:15;Positive;Cak Imin: Jateng Kandang Ganjar, Kita Ubah Jadi Kandangnya Perubahan
